,,,,,,,,,"Nama Perusahaan Produsen atau Importir Kendaraan　　　　Nissan Motor Co., Ltd.",,,,,,,,,,
Mobil Barang Bensin (Standar/Kompak),,,,,,,,,,,,,,,,,,,Tahun Target (TA 2010)
,,,,,,,,,,,Mode 10-15,,,,,,,,Tingkat Pencapaian Standar BBM
,,,,Mesin,,,,,,,,1km Berkendara,,Utama,Faktor Lain Pembeda Efisiensi BBM,,,(Referensi),
,,,,,Kapasitas,Tipe Transmisi &,Berat Kendaraan,Kapasitas Muatan,Total Berat Kendaraan,Kendaraan,Efisiensi BBM,Dalam,Efisiensi BBM,Efisiensi BBM,Emisi Utama,,,Emisi Rendah,
Merek,,Nama Model,Tipe,Tipe,Mesin,Tipe &,(kg),(kg),(kg),Struktur,(km/L),Emisi CO2,Standar,Peningkatan,Gas Buang,Penggerak,Lainnya,Sertifikasi Gas,
,,,,,(L),Jumlah Gigi,,,,,,(g-CO2/km),(km/L),Langkah,Langkah,Tipe,,Level,
Nissan,,AD                                             AD EXPERT,DBF-VZNY12,HR16,1.597,4AT(E･LTC),1250.0,400.0,1760～1775,Struktur A,13.8,168.0,12.5,"V,EP",3W,A,,☆☆☆☆,110.0
,,,DBF-VZNY12,HR16,1.597,4AT(E･LTC),1270.0,400.0,1780～1795,,13.0,179.0,10.3,"V,EP",3W,A,,☆☆☆☆,125.0
,,AD EXPERT,CBF-VJY12,MR18,1.797,4AT（E･LTC),1170～1180,450.0,1730～1755,Struktur A,13.8,168.23623188405796,12.5,"EP,V",3W,F,,☆☆☆,110.0
,,NV200 バネット,DBF-VM20,HR16,1.597,5MT,1200～1260,600.0,1895～1970,Struktur B,14.8,157.0,12.3,"V,EP",3W,F,,☆☆☆☆,120.0
,,,DBF-VM20,HR16,1.597,5MT,1270.0,600.0,1945～1980,,14.0,166.0,10.7,"V,EP",3W,F,,☆☆☆☆,125.0
,,,DBF-VM20,HR16,1.597,4AT(E･LTC),1230～1260,600.0,1925～1970,Struktur B,14.0,166.0,11.2,"V,EP",3W,F,,☆☆☆☆,125.0
,,,DBF-VM20,HR16,1.597,4AT(E･LTC),1270～1300,600.0,1945～2010,,13.2,176.0,10.3,"V,EP",3W,F,,☆☆☆☆,125.0
,※2,バネット,ABF-SKP2TN,L8,1.798,5MT,1270～1280,850～1000,2230～2390,,11.2,207.29107142857143,10.7,FI,3W+EGR,R,,,105.0
,,,ABF-SKP2TN,L8,1.798,4AT(E･LTC),1270～1280,850～1000,2230～2380,,10.6,219.0245283018868,10.3,FI,3W+EGR,R,,,100.0
,,,ABF-SKP2LN,L8,1.798,5MT,1400～1410,1000.0,2510～2520,,10.4,223.23653846153843,／,FI,3W+EGR,A,Ban Ganda,,Tanpa Standar BBM
,,,ABF-SKP2LN,L8,1.798,4AT(E･LTC),1400.0,1000.0,2510.0,,10.2,227.6137254901961,／,FI,3W+EGR,A,Ban Ganda,,Tanpa Standar BBM
,,アトラス,CBF-SQ1F24,QR20,1.998,5MT,1600～1730,1250～1500,3265～3315,,9.8,236.90408163265303,／,"V,FI",3W,R,,☆☆☆,Tanpa Standar BBM
,,,CBF-SQ2F24,QR20,1.998,5MT,1630～1810,1250～1500,3295～3390,,9.8,236.90408163265303,／,"V,FI",3W,R,,☆☆☆,Tanpa Standar BBM
,,,CBF-SQ2F24,QR20,1.998,5AT(E･LTC),1800～1820,1250.0,3380～3400,,8.9,260.8606741573034,／,"V,FI",3W,R,,☆☆☆,Tanpa Standar BBM
,,,,,,,,,,,,,,,,,,,
,※2印の付いているNama Modelについては、Mazda Motor Corporationが製造事業者である。,,,,,,,,,,,,,,,,,,
,,(Catatan)Mode JC08Efisiensi BBMを有する車両については、Mode 10-15Efisiensi BBMに下線を引いています。,,,,,,,,,,,,,,,,,
,,(Catatan)Total Berat Kendaraan2.5tLebih dari3.5t以下の貨物車については、平成22年度Standar BBMは設定されていません。,,,,,,,,,,,,,,,,,
