,,,,,,,,Nama Perusahaan Produsen atau Importir Kendaraan　　　　Suzuki Motor Corporation　,,,,,,,,,
Mobil Penumpang Bensin (Standar/Kompak),,,,,,,,,,,,,,,,,Tahun Target (TA 2015)
Merek,Nama Model,,,Mesin,,Tipe & Gigi Transmisi,Berat Kendaraan (kg),Kapasitas Penumpang,Mode JC08,,,,,,,,Tingkat Pencapaian Standar BBM
,,,,,,,,,Efisiensi BBM (km/L),Emisi CO2/km (g-CO2/km),Standar Efisiensi BBM (km/L),Utama,Faktor Lain Pembeda Efisiensi BBM,,,(Referensi),
,,,Tipe,Tipe,Kapasitas Mesin (L),,,,,,,Efisiensi BBM,Emisi Utama,,,Emisi Rendah,
,,,,,,,,,,,,Peningkatan,Gas Buang,Penggerak,Lainnya,Sertifikasi Gas,
,,,,,,,,,,,,Langkah,Langkah,Tipe,,Level,
Suzuki,,Swift,DBA-ZC72S,K12B,1.242,5MT,960.0,5.0,19.4,119.67319587628867,20.8,"V,EP",3W,F,,☆☆☆☆,
,,,DBA-ZC72S,K12B,1.242,CVT(E･LTC),980.0,5.0,20.6,112.70194174757282,20.5,"V,EP,C",3W,F,,☆☆☆☆,100.0
,,,DBA-ZC72S,K12B,1.242,CVT(E･LTC),1000.0,5.0,26.4,87.94166666666668,20.5,"I,V,EP,B,C",3W,F,,☆☆☆☆,128.0
,,,DBA-ZD72S,K12B,1.242,CVT(E･LTC),1080.0,5.0,21.0,110.55523809523808,20.5,"V,EP,C",3W,A,,☆☆☆☆,102.0
,,,DBA-ZD72S,K12B,1.242,CVT(E･LTC),1090.0,5.0,22.6,102.72831858407078,18.7,"I,V,EP,B,C",3W,A,,☆☆☆☆,120.0
,,,CBA-ZC32S,M16A,1.586,6MT,1040.0,5.0,14.8,156.8689189189189,20.5,"V,EP",3W,F,,☆☆☆,
,,,CBA-ZC32S,M16A,1.586,CVT(E･LTC),1060.0,5.0,15.6,148.824358974359,20.5,"V,EP,C",3W,F,,☆☆☆,
,,Solio,DBA-MA15S,K12B,1.242,CVT(E･LTC),990～1040,5.0,20.6,112.70194174757282,20.5,"V,EP,C",3W,F,,☆☆☆☆,100.0
,,,DBA-MA15S,K12B,1.242,CVT(E･LTC),1010～1060,5.0,25.4,91.403937007874,20.5,"I,V,EP,B,C",3W,F,,☆☆☆☆,123.0
,,,DBA-MA15S,K12B,1.242,CVT(E･LTC),1050～1080,5.0,20.6,112.70194174757282,20.5,"V,EP,C",3W,A,,☆☆☆☆,100.0
,,,DBA-MA15S,K12B,1.242,CVT(E･LTC),1090～1100,5.0,19.4,119.67319587628867,18.7,"V,EP,C",3W,A,,☆☆☆☆,103.0
,,,DBA-MA15S,K12B,1.242,CVT(E･LTC),1060～1080,5.0,22.6,102.72831858407078,20.5,"I,V,EP,B,C",3W,A,,☆☆☆☆,110.0
,,,DBA-MA15S,K12B,1.242,CVT(E･LTC),1090～1110,5.0,21.6,107.48425925925925,18.7,"I,V,EP,B,C",3W,A,,☆☆☆☆,115.0
,,SX4,DBA-YA11S,M15A,1.490,4AT(E･LTC),1180～1190,5.0,14.8,156.8689189189189,18.7,"V,EP",3W,F,,☆☆☆☆,
,,,DBA-YB11S,M15A,1.490,4AT(E･LTC),1240～1250,5.0,13.8,168.23623188405796,17.2,"V,EP",3W,A,,☆☆☆☆,
,,,DBA-YC11S,M15A,1.490,4AT(E･LTC),1180～1190,5.0,14.8,156.8689189189189,18.7,"V,EP",3W,F,,☆☆☆☆,
,※1,Landy,DAA-SHC26,"MR20
-SM23",1.997,CVT(E･LTC),1650.0,8.0,15.6,149.0,13.2,"H,D,V,EP,B,C",3W,F,,☆☆☆☆,118.0
,,,DAA-SHC26,"MR20
-SM23",1.997,CVT(E･LTC),1660～1670,8.0,15.2,153.0,12.2,"H,D,V,EP,B,C",3W,F,,☆☆☆☆,124.0
,,,DBA-SC26,MR20,1.997,CVT(E･LTC),1610～1620,8.0,13.8,168.0,13.2,"D,V,EP,B,C",3W,F,,☆☆☆☆,104.0
,,,DBA-SNC26,MR20,1.997,CVT(E･LTC),1700～1710,8.0,12.6,184.0,12.2,"D,V,EP,B,C",3W,A,,☆☆☆☆,103.0
,,,DBA-SNC26,MR20,1.997,CVT(E･LTC),1720～1740,8.0,13.6,171.0,12.2,"I,D,V,EP,B,C",3W,A,,☆☆☆☆,111.0
,,Kizashi,CBA-RE91S,J24B,2.393,CVT(E･LTC),1490～1500,5.0,11.8,196.75084745762712,14.4,"V,EP,C",3W,F,,☆☆☆,
,,,CBA-RF91S,J24B,2.393,CVT(E･LTC),1560～1570,5.0,11.0,211.05999999999997,13.2,"V,EP,C",3W,A,,☆☆☆,
,,Jimny,ABA-JB43W,M13A,1.328,5MT×2,1040～1060,4.0,13.6,170.71029411764707,20.5,V,3W+EGR,A,,,
,,,ABA-JB43W,M13A,1.328,"4AT×2
(E･LTC)",1050～1070,4.0,12.6,184.25873015873015,20.5,V,3W+EGR,A,,,
,,エスクード,CBA-TDA4W,J24B,2.393,5MT×2,1600～1610,5.0,10.6,219.0245283018868,13.2,V,3W,A,,☆☆☆,
,,,CBA-TDA4W,J24B,2.393,"4AT×2
(E･LTC)",1620～1630,5.0,9.6,241.83958333333334,13.2,V,3W,A,,☆☆☆,
,,,,,,,,,,,,,,,,,
,(Catatan),"※1印の付いているNama Modelについては、Nissan Motor Co., Ltd.が製造事業者である。",,,,,,,,,,,,,,,
