,,,,,,,,Nama Perusahaan Produsen atau Importir Kendaraan　　　　Mazda Motor Corporation,,,,,,,,,
Mobil Penumpang Bensin (Mobil Ringan/Keicar),,,,,,,,,,,,,,,,,Tahun Target (TA 2015)
Merek,Nama Model,,,Mesin,,Tipe & Gigi Transmisi,Berat Kendaraan (kg),Kapasitas Penumpang,Mode JC08,,,,,,,,Tingkat Pencapaian Standar BBM
,,,,,,,,,Efisiensi BBM (km/L),Emisi CO2/km (g-CO2/km),Standar Efisiensi BBM (km/L),Utama,Faktor Lain Pembeda Efisiensi BBM,,,(Referensi),
,,,Tipe,Tipe,Kapasitas Mesin (L),,,,,,,Efisiensi BBM,Emisi Utama,,,Emisi Rendah,
,,,,,,,,,,,,Peningkatan,Gas Buang,Penggerak,Lainnya,Sertifikasi Gas,
,,,,,,,,,,,,Langkah,Langkah,Tipe,,Level,
Mazda,※1,Carol,DBA-HB25S,K6A,0.658,5MT,690～700,4.0,22.6,102.72831858407078,21.8,"V,EP",3W,F,,☆☆☆☆,103.0
,,,DBA-HB25S,K6A,0.658,4AT(E･LTC),710～720,4.0,21.8,106.49816513761466,21.8,"V,EP",3W,F,,☆☆☆☆,100.0
,,,DBA-HB25S,K6A,0.658,CVT(E･LTC),730～740,4.0,24.0,96.73583333333332,21.8,"V,EP,C",3W,F,,☆☆☆☆,110.0
,,,DBA-HB25S,K6A,0.658,5MT,750.0,4.0,21.0,110.55523809523808,21.0,"V,EP",3W,A,,☆☆☆☆,100.0
,,,DBA-HB25S,K6A,0.658,4AT(E･LTC),760～770,4.0,20.0,116.083,21.0,"V,EP",3W,A,,☆☆☆☆,
,,,DBA-HB25S,K6A,0.658,CVT(E･LTC),780～790,4.0,22.2,104.57927927927929,21.0,"V,EP,C",3W,A,,☆☆☆☆,105.0
,,,DBA-HB35S,R06A,0.658,CVT(E･LTC),710.0,4.0,35.0,66.33314285714285,21.8,"I,V,EP,B,C",3W,F,,☆☆☆☆,160.0
,,,DBA-HB35S,R06A,0.658,CVT(E･LTC),760.0,4.0,32.0,72.551875,21.0,"I,V,EP,B,C",3W,A,,☆☆☆☆,152.0
,※1,Flair,DBA-MJ34S,R06A,0.658,CVT(E･LTC),770～790,4.0,26.0,89.29461538461538,21.0,"V,EP,C",3W,F,,☆☆☆☆,123.0
,,,DBA-MJ34S,R06A,0.658,CVT(E･LTC),820～840,4.0,25.2,92.12936507936507,21.0,"V,EP,C",3W,A,,☆☆☆☆,120.0
,,,DBA-MJ34S,R06A,0.658,5MT,750～770,4.0,25.8,89.98682170542635,21.0,"I,V,EP",3W,F,,☆☆☆☆,122.0
,,,DBA-MJ34S,R06A,0.658,5MT,800～820,4.0,24.2,95.93636363636364,21.0,"I,V,EP",3W,A,,☆☆☆☆,115.0
,,,DBA-MJ34S,R06A,0.658,CVT(E･LTC),780～800,4.0,30.0,77.38866666666667,21.0,"I,V,EP,B,C",3W,F,,☆☆☆☆,142.0
,,,DBA-MJ34S,R06A,0.658,CVT(E･LTC),830～850,4.0,28.4,81.74859154929578,21.0,"I,V,EP,B,C",3W,A,,☆☆☆☆,135.0
,,,DBA-MJ34S,R06A,0.658,CVT(E･LTC),800～820,4.0,27.0,85.9874074074074,21.0,"I,V,EP,B,C",3W,F,Dengan Turbocharger,☆☆☆☆,128.0
,,,DBA-MJ34S,R06A,0.658,CVT(E･LTC),860～870,4.0,25.2,92.12936507936507,20.8,"I,V,EP,B,C",3W,A,Dengan Turbocharger,☆☆☆☆,121.0
,※1,Flair　Wagon,DBA-MM32S,R06A,0.658,CVT(E･LTC),840～850,4.0,29.0,80.0,21.0,"I,V,EP,B,C",3W,F,,☆☆☆☆,138.0
,,,DBA-MM32S,R06A,0.658,CVT(E･LTC),860～880,4.0,27.8,84.0,20.8,"I,V,EP,B,C",3W,F,,☆☆☆☆,133.0
,,,DBA-MM32S,R06A,0.658,CVT(E･LTC),890～930,4.0,26.8,87.0,20.8,"I,V,EP,B,C",3W,A,,☆☆☆☆,128.0
,,,DBA-MM32S,R06A,0.658,CVT(E･LTC),860～900,4.0,26.0,89.0,20.8,"I,V,EP,B,C",3W,F,Dengan Turbocharger,☆☆☆☆,125.0
,,,DBA-MM32S,R06A,0.658,CVT(E･LTC),910～950,4.0,25.0,93.0,20.8,"I,V,EP,B,C",3W,A,Dengan Turbocharger,☆☆☆☆,120.0
