,,,,,,,,Nama Perusahaan Produsen atau Importir Kendaraan,,,,,,,,,Fuji Heavy Industries Ltd.
Mobil Penumpang Bensin (Standar/Kompak),,,,,,,,,,,,,,,,,Tahun Target (TA 2015)
Merek,Nama Model,,,Mesin,,Tipe & Gigi Transmisi,Berat Kendaraan (kg),Kapasitas Penumpang,Mode JC08,,,,,,,,Tingkat Pencapaian Standar BBM
,,,,,,,,,Efisiensi BBM (km/L),Emisi CO2/km (g-CO2/km),Standar Efisiensi BBM (km/L),Utama,Faktor Lain Pembeda Efisiensi BBM,,,(Referensi),
,,,Tipe,Tipe,Kapasitas Mesin (L),,,,,,,Efisiensi BBM,Emisi Utama,,,Emisi Rendah,
,,,,,,,,,,,,Peningkatan,Gas Buang,Penggerak,Lainnya,Sertifikasi Gas,
,,,,,,,,,,,,Langkah,Langkah,Tipe,,Level,
Subaru,,BRZ,DBA-ZC6,FA20,1.998,6MT,1190.0,4.0,13.4,173.25820895522384,18.7,"D,V,EP",3W,R,減速比：3.727,☆☆☆☆,
,,,DBA-ZC6,FA20,1.998,6MT,1200～1220,4.0,13.0,178.58923076923077,17.2,"D,V,EP",3W,R,減速比：3.727,☆☆☆☆,
,,,DBA-ZC6,FA20,1.998,6MT,1200～1230,4.0,12.4,187.2306451612903,17.2,"D,V,EP",3W,R,減速比：4.100,☆☆☆☆,
,,,DBA-ZC6,FA20,1.998,6MT,1220～1240,4.0,12.4,187.2306451612903,17.2,"D,V,EP",3W,R,215/45R17ﾀｲﾔ,☆☆☆☆,
,,,DBA-ZC6,FA20,1.998,6AT,1230～1250,4.0,12.8,181.3796875,17.2,"D,V,EP",3W,R,,☆☆☆☆,
,,,DBA-ZC6,FA20,1.998,6AT,1240～1260,4.0,12.4,187.2306451612903,17.2,"D,V,EP",3W,R,215/45R17ﾀｲﾔ,☆☆☆☆,
,,Trezia＊,DBA-NSP120X,1NR,1.329,CVT(E･LTC),1100.0,5.0,19.6,118.45204081632652,18.7,"V,C,I,EP,B","EGR,3W",F,,☆☆☆☆,104.0
,,,DBA-NSP120X,1NR,1.329,CVT(E･LTC),1090.0,5.0,18.4,126.17717391304349,18.7,"V,C,EP,B","EGR,3W",F,,☆☆☆☆,
,,,DBA-NCP120X,1NZ,1.496,CVT(E･LTC),1110～1120,5.0,20.6,112.70194174757282,18.7,"Ｖ,Ｉ,C,EP,B","EGR,3W",F,,☆☆☆☆,110.0
,,,DBA-NCP120X,1NZ,1.496,CVT(E･LTC),1110～1120,5.0,19.0,122.19263157894736,18.7,"Ｖ,C,EP,B","EGR,3W",F,,☆☆☆☆,101.0
,,,DBA-NCP125X,1NZ,1.496,CVT(E･LTC),1170.0,5.0,16.6,139.85903614457828,18.7,"V,C,EP,B","EGR,3W",A,,☆☆☆☆,
,,Legacy,DBA-BMM,FB25,2.498,CVT,1470～1520,5.0,14.4,161.2263888888889,14.4,"V,C,I,EP","EGR,3W",A,,☆☆☆☆,100.0
,,,DBA-BMM,FB25,2.498,CVT,1480～1530,5.0,13.2,175.88333333333335,14.4,"V,C,I,EP","EGR,3W",A,,☆☆☆☆,
,,,DBA-BMM,FB25,2.498,CVT,1440～1490,5.0,13.0,178.58923076923077,14.4,"V,C,EP","EGR,3W",A,,☆☆☆☆,
,,,DBA-BRM,FB25,2.498,CVT,1510～1530,5.0,14.4,161.2263888888889,14.4,"V,C,I,EP","EGR,3W",A,,☆☆☆☆,100.0
,,,DBA-BRM,FB25,2.498,CVT,1540～1580,5.0,13.6,170.71029411764707,13.2,"V,C,I,EP","EGR,3W",A,,☆☆☆☆,103.0
,,,DBA-BRM,FB25,2.498,CVT,1520～1530,5.0,13.6,170.71029411764707,14.4,"V,C,I,EP","EGR,3W",A,,☆☆☆☆,
,,,DBA-BRM,FB25,2.498,CVT,1520～1530,5.0,13.2,175.88333333333335,14.4,"V,C,I,EP","EGR,3W",A,,☆☆☆☆,
,,,DBA-BRM,FB25,2.498,CVT,1480～1530,5.0,13.0,178.58923076923077,14.4,"V,C,EP","EGR,3W",A,,☆☆☆☆,
,,,DBA-BRM,FB25,2.498,CVT,1540～1590,5.0,12.4,187.2306451612903,13.2,"V,C,I,EP","EGR,3W",A,,☆☆☆☆,
,,,DBA-BMG,FA20,1.998,CVT,1540～1590,5.0,12.4,187.2306451612903,13.2,"V,C,D,EP","EGR,3W",A,,☆☆☆☆,
,,,DBA-BRG,FA20,1.998,CVT,1580～1630,5.0,12.4,187.2306451612903,13.2,"V,C,D,EP","EGR,3W",A,,☆☆☆☆,
,,,DBA-BM9,EJ25,2.457,5AT(E･LTC),1500～1530,5.0,10.8,214.9685185185185,14.4,"V,EP",3W,A,,☆☆☆☆,
,,,DBA-BM9,EJ25,2.457,5AT(E･LTC),1540～1550,5.0,10.2,227.6137254901961,13.2,"V,EP",3W,A,,☆☆☆☆,
,,,DBA-BR9,EJ25,2.457,5AT(E･LTC),1530.0,5.0,10.8,214.9685185185185,14.4,"V,EP",3W,A,,☆☆☆☆,
,,,DBA-BR9,EJ25,2.457,5AT(E･LTC),1540～1580,5.0,10.2,227.6137254901961,13.2,"V,EP",3W,A,,☆☆☆☆,
,,,DBA-BRF,EZ36,3.629,5AT(E･LTC),1560～1620,5.0,9.2,252.35434782608698,14.4,"V,EP","EGR,3W",A,,☆☆☆☆,
,,Impreza,DAA-GPE,"FB20(Mesin Bakar)
MA1(Motor Elektrik)",1.995,CVT(E･LTC),1500～1530,5.0,20.0,116.083,14.4,"V,C,Ｉ,EP,H","EGR,3W",A,,☆☆☆☆,138.0
