,,,,,,,,,Nama Perusahaan Produsen atau Importir Kendaraan　       Toyota Motor Corporation,,,,,,,,
Mobil Penumpang Bensin (Standar/Kompak),,,,,,,,,,,,,,,,,Tahun Target (TA 2015)
Merek,Nama Model,,,Mesin,,,,,Mode JC08,,,,,,,,Tingkat Pencapaian Standar BBM
,,,,,,,,,,１ｋｍ走行,,Utama,Faktor Lain Pembeda Efisiensi BBM,,,(Referensi),
,,,,,Kapasitas,Tipe Transmisi &,Berat Kendaraan,Kapasitas Penumpang,Efisiensi BBM,Dalam,Efisiensi BBM,Efisiensi BBM,Emisi Utama,,,Emisi Rendah,
,,,Tipe,Tipe,Mesin,Tipe &,(kg),(Orang),(km/L),Emisi CO2,Standar,Peningkatan,Gas Buang,Penggerak,Lainnya,Sertifikasi Gas,
,,,,,(Ｌ）,Jumlah Gigi,,,,(g-CO2/km),(km/L),Langkah,Langkah,Tipe,,Level,
Lexus,,CT200h,DAA-ZWA10,"2ZR
(Mesin Bakar)
3JM
(Motor Elektrik)",1.797,CVT(E),1380.0,5.0,30.4,76.37039473684209,15.8,"V
I
EP
C
H","EGR
3W",F,,☆☆☆☆,192.0
,,,DAA-ZWA10,"2ZR
(Mesin Bakar)
3JM
(Motor Elektrik)",1.797,CVT(E),1400～1420,5.0,26.6,87.28045112781955,15.8,"V
I
EP
C
H","EGR
3W",F,,☆☆☆☆,168.0
,,,DAA-ZWA10,"2ZR
(Mesin Bakar)
3JM
(Motor Elektrik)",1.797,CVT(E),1440～1460,5.0,26.6,87.28045112781955,14.4,"V
I
EP
C
H","EGR
3W",F,,☆☆☆☆,184.0
,,ＩＳ３００ｈ,DAA-AVE30,"2AR
（Mesin Bakar）
1KM
（Motor Elektrik）",2.493,CVT(E),1670～1700,5.0,23.2,100.07155172413793,12.2,"Ｄ
Ｖ
Ｉ
EP
Ｈ
C","EGR
3W",R,,☆☆☆☆,190.0
,,ＧＳ３００ｈ,DAA-AWL10,"2AR
（Mesin Bakar）
1KM
（Motor Elektrik）",2.493,CVT(E),1730～1760,5.0,23.2,100.07155172413793,12.2,"Ｄ
Ｖ
Ｉ
EP
Ｈ
C","EGR
3W",R,,☆☆☆☆,190.0
,,,DAA-AWL10,"2AR
（Mesin Bakar）
1KM
（Motor Elektrik）",2.493,CVT(E),1770～1810,5.0,21.4,108.48878504672898,11.1,"Ｄ
Ｖ
Ｉ
EP
Ｈ
C","EGR
3W",R,,☆☆☆☆,192.0
,,ＨＳ２５０ｈ,DAA-ANF10,"2AZ
（Mesin Bakar）
2JM
（Motor Elektrik）",2.362,CVT(E),1640.0,5.0,20.6,112.70194174757282,13.2,"Ｖ
Ｉ
EP
Ｈ
C",3W,F,,☆☆☆☆,156.0
,,,DAA-ANF10,"2AZ
（Mesin Bakar）
2JM
（Motor Elektrik）",2.362,CVT(E),1660.0,5.0,20.0,116.083,12.2,"Ｖ
Ｉ
EP
Ｈ
C",3W,F,,☆☆☆☆,163.0
,,ＧＳ４５０ｈ,DAA-GWL10,"2GR
(Mesin Bakar)
1KM
(Motor Elektrik)",3.456,CVT(E),1820～1870,5.0,18.2,127.56373626373626,11.1,"D
V
I
EP
C
H",3W,R,,☆☆☆☆,163.0
,,,DAA-GWL10,"2GR
(Mesin Bakar)
1KM
(Motor Elektrik)",3.456,CVT(E),1880～1900,5.0,18.0,128.9811111111111,10.2,"D
V
I
EP
C
H",3W,R,,☆☆☆☆,176.0
,,ＲＸ４５０ｈ,DAA-GYL10W,"2GR
（Mesin Bakar）
4JM
（Motor Elektrik）",3.456,CVT(E),2030～2070,5.0,17.4,133.42873563218393,9.4,"V
I
EP
C
H","EGR
3W",F,,☆☆☆☆,185.0
,,,DAA-GYL15W,"2GR
（Mesin Bakar）
4JM
（Motor Elektrik）
2FM
（Motor Elektrik）",3.456,CVT(E),2090～2100,5.0,16.8,138.19404761904758,9.4,"V
I
EP
C
H","EGR
3W",A,,☆☆☆☆,178.0
,,,DAA-GYL15W,"2GR
（Mesin Bakar）
4JM
（Motor Elektrik）
2FM
（Motor Elektrik）",3.456,CVT(E),2110～2160,5.0,16.4,141.56463414634146,8.7,"V
I
EP
C
H","EGR
3W",A,,☆☆☆☆,188.0
,,,DAA-GYL16W,"2GR
（Mesin Bakar）
4JM
（Motor Elektrik）
2FM
（Motor Elektrik）",3.456,CVT(E),2130～2170,5.0,16.4,141.56463414634146,8.7,"V
I
EP
C
H","EGR
3W",A,,☆☆☆☆,188.0
,,ＬＳ６００ｈ,DAA-UVF45,"2UR
（Mesin Bakar）
1KM
（Motor Elektrik）",4.968,CVT(E),2230～2270,5.0,11.6,200.14310344827587,8.7,"Ｄ
Ｖ
Ｉ
EP
Ｈ
C",3W,A,,☆☆☆☆,133.0
,,,DAA-UVF45,"2UR
（Mesin Bakar）
1KM
（Motor Elektrik）",4.968,CVT(E),2310～2360,5.0,11.6,200.14310344827587,7.4,"Ｄ
Ｖ
Ｉ
EP
Ｈ
C",3W,A,,☆☆☆☆,156.0
,,ＬＳ６００ｈＬ,DAA-UVF46,"2UR
（Mesin Bakar）
1KM
（Motor Elektrik）",4.968,CVT(E),2320～2420,4～5,11.6,200.14310344827587,7.4,"Ｄ
Ｖ
Ｉ
EP
Ｈ
C",3W,A,,☆☆☆☆,156.0
,,ＩＳ２５０,DBA-GSE30,4GR,2.499,6AT(E･LTC),1580～1610,5.0,11.6,200.14310344827587,13.2,"Ｄ
Ｖ
EP
B",3W,R,,☆☆☆☆,
,,,DBA-GSE35,4GR,2.499,6AT(E･LTC),1660～1690,5.0,10.6,219.0245283018868,12.2,"Ｄ
Ｖ
EP
B",3W,A,,☆☆☆☆,
,,ＧＳ２５０,DBA-GRL11,4GR,2.499,6AT(E･LTC),1640～1650,5.0,10.8,214.9685185185185,13.2,"Ｄ
Ｖ
EP
B",3W,R,,☆☆☆☆,
