,,,,,,,,,Nama Perusahaan Produsen atau Importir Kendaraan　　Mitsubishi Motors Corporation,,,,,,,,,,
Mobil Barang Bensin (Mobil Ringan/Keicar),,,,,,,,,,,,,,,,,,,Tahun Target (TA 2010)
,,,,,,,,,,,Mode 10-15,,,,,,,,Tingkat Pencapaian Standar BBM
,,,,Mesin,,,,,,,,1km Berkendara,,Utama,Faktor Lain Pembeda Efisiensi BBM,,,(Referensi),
,,,,,Kapasitas,Tipe Transmisi &,Berat Kendaraan,Kapasitas Muatan,Total Berat Kendaraan,Kendaraan,Efisiensi BBM,Dalam,Efisiensi BBM,Efisiensi BBM,Emisi Utama,,,Emisi Rendah,
Merek,,Nama Model,Tipe,Tipe,Mesin,Tipe &,(kg),(kg),(kg),Struktur,(km/L),Emisi CO2,Standar,Peningkatan,Gas Buang,Penggerak,Lainnya,Sertifikasi Gas,
,,,,,(L),Jumlah Gigi,,,,,,(g-CO2/km),(km/L),Langkah,Langkah,Tipe,,Level,
Mitsubishi,,Minicab,GBD-U61T,3G83,0.657,5MT,700.0,350.0,1160.0,Struktur B,18.2,127.56373626373626,17.0,,3W,R,,☆☆☆,105.0
,,,GBD-U61T,3G83,0.657,5MT,710～740,350.0,1170～1200,Struktur B,17.6,131.9125,16.7,,3W,R,,☆☆☆,105.0
,,,GBD-U61T,3G83,0.657,3AT,710～750,350.0,1170～1210,Struktur B,16.8,138.19404761904758,15.5,,3W,R,,☆☆☆,105.0
,,,GBD-U61V,3G83,0.657,5MT,840～930,250～350,1300～1400,Struktur B,17.2,134.98023255813953,15.5,,3W,R,,☆☆☆,110.0
,,,GBD-U61V,3G83,0.657,3AT,860～950,250～350,1320～1420,Struktur B,16.4,141.56463414634146,14.9,,3W,R,,☆☆☆,110.0
,,,GBD-U62T,3G83,0.657,5MT,750～800,350.0,1210～1260,Struktur B,17.2,134.98023255813953,16.7,,3W,A,,☆☆☆,100.0
,,,GBD-U62T,3G83,0.657,3AT,770～810,350.0,1230～1270,Struktur B,16.2,143.31234567901234,15.5,,3W,A,,☆☆☆,100.0
,,,GBD-U62V,3G83,0.657,5MT,900～980,250～350,1360～1450,Struktur B,16.8,138.19404761904758,15.5,,3W,A,,☆☆☆,105.0
,,,GBD-U62V,3G83,0.657,3AT,920～1000,250～350,1380～1470,Struktur B,15.6,148.824358974359,14.9,,3W,A,,☆☆☆,105.0
,,,EBD-U61V,3G83,0.657,4AT,980.0,250～350,1440～1450,Struktur B,14.2,163.49718309859156,14.9,FI,3W,R,,,
,,,EBD-U62V,3G83,0.657,4AT,1030.0,250～350,1490～1500,Struktur B,13.4,173.25820895522384,14.9,FI,3W,A,,,
,,,,,,,,,,,,,,,,,,,
,(Catatan)　Mode JC08Efisiensi BBMを有する車両については、Mode 10-15Efisiensi BBMに下線を引いています。,,,,,,,,,,,,,,,,,,
